@id@rooms@floor@area@etajnost@loc@index
0@2@1@5@26@8@1@1
1@3@3@3@60@5@8@0
2@4@1@4@34@4@8@1
3@5@3@3@70@16@8@0
4@6@2@9@55@9@8@2
5@7@3@7@65@9@5@0
6@8@1@4@19@7@2@1
7@9@2@3@44@5@0@2
8@10@3@5@60@5@2@0
9@11@3@5@68@9@4@0
10@12@3@5@68@9@5@0
11@13@2@1@64@10@3@0
12@14@2@12@53@16@6@2
13@15@1@9@36@9@6@1
14@16@3@4@66@12@8@0
15@17@3@9@65@9@2@0
16@18@2@7@45@9@8@2
17@19@2@1@46@12@8@2
18@20@2@2@44@3@6@2
19@21@1@1@35@9@0@1
20@22@2@3@55@16@2@2
21@24@2@3@49@5@8@2
22@25@1@2@27@5@0@1
23@26@1@3@40@9@6@2
24@27@1@4@44@9@2@2
25@28@1@11@33@12@7@1
26@29@1@5@37@8@6@1
27@30@1@3@39@9@0@1
28@31@1@4@32@5@4@1
29@32@1@4@32@5@2@1
30@33@3@1@80@10@8@0
31@34@1@6@46@9@6@2
32@35@1@1@44@16@4@2
33@37@2@6@75@10@3@0
34@38@2@2@43@5@8@2
35@39@2@4@42@9@0@2
36@40@1@4@39@14@4@1
37@41@2@2@42@2@1@2
38@42@1@6@48@10@2@2
39@43@2@7@62@9@1@0
40@44@2@4@45@9@6@2
41@46@1@5@35@6@5@1
42@47@1@8@38@9@0@1
43@49@2@6@44@9@0@2
44@50@2@8@61@9@1@0
45@51@1@4@22@5@7@1
46@52@3@12@72@16@5@0
47@53@1@11@33@12@1@1
48@54@1@12@43@16@4@2
49@55@1@5@31@5@6@1
50@56@1@4@33@5@2@1
51@57@1@6@40@9@6@2
52@60@1@4@31@5@8@1
53@61@2@11@59@12@8@0
54@62@1@2@33@12@7@1
55@63@1@2@35@9@1@1
56@64@3@3@62@9@4@0
57@65@1@5@42@10@7@2
58@66@2@11@60@16@4@0
59@67@2@4@68@9@6@0
60@68@3@5@64@9@6@0
61@69@2@3@78@7@5@0
62@70@2@6@79@12@8@0
63@71@2@1@50@4@1@2
64@73@2@3@49@5@4@2
65@75@2@9@52@10@5@2
66@76@1@9@45@16@8@2
67@77@1@2@18@5@6@1
68@78@2@2@44@5@2@2
69@79@1@1@35@9@1@1
70@80@1@1@48@9@8@2
71@82@2@4@69@16@4@0
72@83@1@6@54@12@8@2
73@84@1@1@21@6@1@1
74@87@1@7@30@9@5@1
75@88@1@5@31@5@2@1
76@89@2@6@46@9@5@2
77@90@1@1@28@2@0@1
78@91@1@2@19@5@0@1
79@92@3@3@62@5@5@0
80@93@3@2@65@2@5@0
81@94@3@5@82@9@0@0
82@95@2@6@62@7@7@0
83@96@1@6@36@6@6@1
84@97@1@2@33@3@0@1
85@98@1@3@48@9@7@2
86@99@1@11@47@16@4@2
87@100@2@5@46@5@2@2
88@101@1@8@35@9@1@1
89@102@1@4@26@9@8@1
90@103@2@3@45@9@7@2
91@104@3@8@67@14@2@0
92@105@1@10@56@16@4@2
93@107@1@8@26@8@3@1
94@108@2@1@82@9@5@0
95@109@1@5@19@6@5@1
96@111@3@1@53@2@8@2
97@112@1@3@38@9@8@1
98@114@2@5@76@13@5@0
99@116@1@3@45@4@1@2
100@117@3@4@80@9@0@0
101@118@1@1@45@10@6@2
102@120@2@6@55@16@6@2
103@121@1@5@42@9@8@2
104@122@1@1@32@5@8@1
105@123@1@1@45@10@6@2
106@124@1@1@43@9@0@2
107@125@1@7@36@9@1@1
108@126@1@4@40@9@0@2
109@127@1@8@26@9@3@1
110@129@1@3@34@9@8@1
111@130@1@3@23@3@6@1
112@131@3@9@65@9@7@0
113@132@1@10@46@16@8@2
114@133@3@1@55@5@8@2
115@134@3@11@68@12@5@0
116@135@1@3@18@3@2@1
117@136@1@8@32@9@2@1
118@137@1@11@33@12@1@1
119@138@2@1@64@5@2@0
120@140@1@8@38@9@5@1
121@141@1@3@33@5@8@1
122@143@3@7@73@9@1@0
123@144@1@3@51@12@1@2
124@145@2@5@46@5@0@2
125@146@1@2@23@5@1@1
126@148@3@8@65@12@5@0
127@150@2@5@44@5@8@2
128@151@3@3@77@9@8@0
129@152@2@10@54@13@1@2
130@153@1@4@37@9@1@1
131@154@3@4@40@9@5@2
132@155@2@4@45@5@2@2
133@156@1@4@24@6@6@1
134@157@1@4@26@9@8@1
135@158@1@1@21@8@3@1
136@159@1@5@38@9@8@1
137@160@1@3@31@5@2@1
138@161@3@4@65@9@7@0
139@162@2@3@38@9@5@1
140@164@2@2@55@4@1@2
141@165@1@1@33@9@8@1
142@166@2@1@44@9@7@2
143@167@2@9@66@11@1@0
144@169@2@4@45@5@8@2
145@170@2@4@51@5@7@2
146@172@1@3@32@5@2@1
147@173@3@4@65@9@8@0
148@174@2@8@55@16@6@2
149@175@3@12@72@16@5@0
150@176@1@9@34@9@1@1
151@177@3@4@58@5@2@0
152@178@1@5@53@16@4@2
153@181@2@2@45@5@6@2
154@182@2@1@47@5@6@2
155@183@3@4@69@9@5@0
156@184@2@1@77@10@2@0
157@185@1@1@39@9@6@1
158@186@1@4@36@9@1@1
159@187@1@1@40@9@2@2
160@188@1@4@21@6@1@1
