@id@rooms@floor@area@etajnost@loc@index
4@6@2@9@55@9@8@2
7@9@2@3@44@5@0@2
12@14@2@12@53@16@6@2
16@18@2@7@45@9@8@2
17@19@2@1@46@12@8@2
18@20@2@2@44@3@6@2
20@22@2@3@55@16@2@2
21@24@2@3@49@5@8@2
23@26@1@3@40@9@6@2
24@27@1@4@44@9@2@2
31@34@1@6@46@9@6@2
32@35@1@1@44@16@4@2
34@38@2@2@43@5@8@2
35@39@2@4@42@9@0@2
37@41@2@2@42@2@1@2
38@42@1@6@48@10@2@2
40@44@2@4@45@9@6@2
43@49@2@6@44@9@0@2
48@54@1@12@43@16@4@2
51@57@1@6@40@9@6@2
57@65@1@5@42@10@7@2
63@71@2@1@50@4@1@2
64@73@2@3@49@5@4@2
65@75@2@9@52@10@5@2
66@76@1@9@45@16@8@2
68@78@2@2@44@5@2@2
70@80@1@1@48@9@8@2
72@83@1@6@54@12@8@2
76@89@2@6@46@9@5@2
85@98@1@3@48@9@7@2
86@99@1@11@47@16@4@2
87@100@2@5@46@5@2@2
90@103@2@3@45@9@7@2
92@105@1@10@56@16@4@2
96@111@3@1@53@2@8@2
99@116@1@3@45@4@1@2
101@118@1@1@45@10@6@2
102@120@2@6@55@16@6@2
103@121@1@5@42@9@8@2
105@123@1@1@45@10@6@2
106@124@1@1@43@9@0@2
108@126@1@4@40@9@0@2
113@132@1@10@46@16@8@2
114@133@3@1@55@5@8@2
123@144@1@3@51@12@1@2
124@145@2@5@46@5@0@2
127@150@2@5@44@5@8@2
129@152@2@10@54@13@1@2
131@154@3@4@40@9@5@2
132@155@2@4@45@5@2@2
140@164@2@2@55@4@1@2
142@166@2@1@44@9@7@2
144@169@2@4@45@5@8@2
145@170@2@4@51@5@7@2
148@174@2@8@55@16@6@2
152@178@1@5@53@16@4@2
153@181@2@2@45@5@6@2
154@182@2@1@47@5@6@2
159@187@1@1@40@9@2@2
164@192@2@1@56@9@5@2
168@197@2@5@46@5@2@2
169@198@2@11@44@16@8@2
170@199@2@9@46@9@6@2
171@200@1@6@42@9@0@2
175@204@2@4@44@9@2@2
176@208@1@4@40@9@0@2
180@212@2@4@40@5@2@2
181@213@2@3@44@5@3@2
184@216@2@2@49@9@2@2
186@219@2@3@43@4@5@2
187@220@2@3@50@5@5@2
191@224@2@8@44@12@5@2
194@227@2@4@54@14@3@2
195@229@2@8@51@9@8@2
197@231@2@3@51@15@8@2
199@233@1@2@45@3@5@2
204@238@2@9@53@16@8@2
211@247@1@8@42@9@4@2
212@248@2@11@49@14@4@2
213@249@1@4@41@9@4@2
217@253@1@9@51@16@5@2
218@255@1@9@48@9@8@2
219@256@1@6@47@10@2@2
223@261@2@4@52@9@8@2
224@262@2@3@51@16@8@2
231@269@3@2@50@5@8@2
232@270@2@4@50@16@8@2
233@271@2@7@45@9@4@2
234@272@2@2@56@9@6@2
235@273@2@2@47@5@8@2
237@275@2@10@45@12@5@2
240@278@2@2@45@5@5@2
241@279@1@1@45@5@1@2
242@280@2@6@48@9@5@2
244@282@2@4@55@5@8@2
245@283@2@8@55@16@2@2
246@285@1@7@46@16@8@2
248@287@2@3@44@5@8@2
252@292@2@8@57@9@2@2
253@293@2@11@46@12@2@2
257@300@2@6@45@9@2@2
258@302@1@4@46@9@8@2
259@303@2@9@44@9@4@2
260@304@1@10@56@16@4@2
262@307@2@2@44@9@5@2
266@312@1@4@41@9@8@2
267@313@2@2@45@5@8@2
268@314@2@3@56@9@0@2
269@316@2@3@45@5@8@2
272@319@2@5@46@9@4@2
274@321@1@10@42@12@1@2
