@id@rooms@floor@area@etajnost@loc@index
6@8@1@4@19@7@2@0
24@27@1@4@44@9@2@1
33@37@2@6@75@10@3@2
51@57@1@6@40@9@6@3
81@94@3@5@82@9@0@4
107@125@1@7@36@9@1@5
126@148@3@8@65@12@5@6
128@151@3@3@77@9@8@7
137@160@1@3@31@5@2@8
138@161@3@4@65@9@7@9
145@170@2@4@51@5@7@10
151@177@3@4@58@5@2@11
217@253@1@9@51@16@5@12
287@336@2@5@57@9@7@13
338@396@1@10@43@16@4@14
340@399@1@3@32@5@6@15
356@416@3@4@65@9@1@16
359@419@1@3@33@12@5@17
382@448@2@5@53@16@4@18
410@479@2@2@45@7@8@19
439@514@1@7@26@9@5@20
464@540@1@2@38@9@1@21
469@545@2@8@72@16@4@22
479@555@2@2@46@5@2@23
486@562@2@6@48@9@8@24
493@569@1@7@35@9@5@25
527@608@1@4@44@16@4@26
