@id@rooms@floor@area@etajnost@loc@index
0@2@1@5@26@8@1@11
1@3@3@3@60@5@8@5
2@4@1@4@34@4@8@2
3@5@3@3@70@16@8@18
4@6@2@9@55@9@8@6
5@7@3@7@65@9@5@4
6@8@1@4@19@7@2@10
7@9@2@3@44@5@0@0
8@10@3@5@60@5@2@7
9@11@3@5@68@9@4@13
10@12@3@5@68@9@5@4
11@13@2@1@64@10@3@7
12@14@2@12@53@16@6@8
13@15@1@9@36@9@6@1
14@16@3@4@66@12@8@4
15@17@3@9@65@9@2@4
16@18@2@7@45@9@8@3
17@19@2@1@46@12@8@0
18@20@2@2@44@3@6@0
19@21@1@1@35@9@0@1
20@22@2@3@55@16@2@8
21@24@2@3@49@5@8@6
22@25@1@2@27@5@0@10
23@26@1@3@40@9@6@3
24@27@1@4@44@9@2@0
25@28@1@11@33@12@7@21
26@29@1@5@37@8@6@1
27@30@1@3@39@9@0@1
28@31@1@4@32@5@4@2
29@32@1@4@32@5@2@2
30@33@3@1@80@10@8@20
31@34@1@6@46@9@6@0
32@35@1@1@44@16@4@16
33@37@2@6@75@10@3@14
34@38@2@2@43@5@8@0
35@39@2@4@42@9@0@3
36@40@1@4@39@14@4@16
37@41@2@2@42@2@1@0
38@42@1@6@48@10@2@0
39@43@2@7@62@9@1@7
40@44@2@4@45@9@6@0
41@46@1@5@35@6@5@2
42@47@1@8@38@9@0@1
43@49@2@6@44@9@0@0
44@50@2@8@61@9@1@7
45@51@1@4@22@5@7@10
46@52@3@12@72@16@5@17
47@53@1@11@33@12@1@21
48@54@1@12@43@16@4@9
49@55@1@5@31@5@6@2
50@56@1@4@33@5@2@2
51@57@1@6@40@9@6@3
52@60@1@4@31@5@8@2
53@61@2@11@59@12@8@19
54@62@1@2@33@12@7@2
55@63@1@2@35@9@1@1
56@64@3@3@62@9@4@7
57@65@1@5@42@10@7@3
58@66@2@11@60@16@4@19
59@67@2@4@68@9@6@4
60@68@3@5@64@9@6@4
61@69@2@3@78@7@5@20
62@70@2@6@79@12@8@20
63@71@2@1@50@4@1@6
64@73@2@3@49@5@4@0
65@75@2@9@52@10@5@8
66@76@1@9@45@16@8@9
67@77@1@2@18@5@6@10
68@78@2@2@44@5@2@0
69@79@1@1@35@9@1@1
70@80@1@1@48@9@8@0
71@82@2@4@69@16@4@18
72@83@1@6@54@12@8@8
73@84@1@1@21@6@1@10
74@87@1@7@30@9@5@11
75@88@1@5@31@5@2@2
76@89@2@6@46@9@5@0
77@90@1@1@28@2@0@2
78@91@1@2@19@5@0@10
79@92@3@3@62@5@5@7
80@93@3@2@65@2@5@7
81@94@3@5@82@9@0@15
82@95@2@6@62@7@7@5
83@96@1@6@36@6@6@1
84@97@1@2@33@3@0@2
85@98@1@3@48@9@7@0
86@99@1@11@47@16@4@9
87@100@2@5@46@5@2@0
88@101@1@8@35@9@1@1
89@102@1@4@26@9@8@11
90@103@2@3@45@9@7@0
91@104@3@8@67@14@2@17
92@105@1@10@56@16@4@19
93@107@1@8@26@8@3@11
94@108@2@1@82@9@5@20
95@109@1@5@19@6@5@10
96@111@3@1@53@2@8@6
97@112@1@3@38@9@8@3
98@114@2@5@76@13@5@14
99@116@1@3@45@4@1@0
100@117@3@4@80@9@0@15
101@118@1@1@45@10@6@0
102@120@2@6@55@16@6@8
103@121@1@5@42@9@8@3
104@122@1@1@32@5@8@2
105@123@1@1@45@10@6@0
106@124@1@1@43@9@0@0
107@125@1@7@36@9@1@1
108@126@1@4@40@9@0@1
109@127@1@8@26@9@3@11
110@129@1@3@34@9@8@2
111@130@1@3@23@3@6@10
112@131@3@9@65@9@7@4
113@132@1@10@46@16@8@9
114@133@3@1@55@5@8@6
115@134@3@11@68@12@5@17
116@135@1@3@18@3@2@10
117@136@1@8@32@9@2@1
118@137@1@11@33@12@1@21
119@138@2@1@64@5@2@7
120@140@1@8@38@9@5@1
121@141@1@3@33@5@8@2
122@143@3@7@73@9@1@13
123@144@1@3@51@12@1@8
124@145@2@5@46@5@0@0
125@146@1@2@23@5@1@10
126@148@3@8@65@12@5@4
127@150@2@5@44@5@8@0
128@151@3@3@77@9@8@20
129@152@2@10@54@13@1@8
130@153@1@4@37@9@1@1
131@154@3@4@40@9@5@3
132@155@2@4@45@5@2@0
133@156@1@4@24@6@6@11
134@157@1@4@26@9@8@11
135@158@1@1@21@8@3@10
136@159@1@5@38@9@8@3
137@160@1@3@31@5@2@2
138@161@3@4@65@9@7@4
139@162@2@3@38@9@5@3
140@164@2@2@55@4@1@5
141@165@1@1@33@9@8@2
142@166@2@1@44@9@7@0
143@167@2@9@66@11@1@4
144@169@2@4@45@5@8@0
145@170@2@4@51@5@7@6
146@172@1@3@32@5@2@2
147@173@3@4@65@9@8@4
148@174@2@8@55@16@6@8
149@175@3@12@72@16@5@17
150@176@1@9@34@9@1@1
151@177@3@4@58@5@2@5
152@178@1@5@53@16@4@8
153@181@2@2@45@5@6@0
154@182@2@1@47@5@6@0
155@183@3@4@69@9@5@13
156@184@2@1@77@10@2@20
157@185@1@1@39@9@6@3
158@186@1@4@36@9@1@1
159@187@1@1@40@9@2@3
160@188@1@4@21@6@1@10
161@189@1@1@37@9@1@1
162@190@1@3@31@7@8@2
163@191@1@6@25@6@5@11
164@192@2@1@56@9@5@5
165@193@1@8@27@9@4@11
166@194@2@8@39@9@7@3
167@195@1@8@38@10@0@1
168@197@2@5@46@5@2@0
169@198@2@11@44@16@8@9
170@199@2@9@46@9@6@9
171@200@1@6@42@9@0@3
172@201@2@4@39@9@5@3
173@202@2@4@68@16@4@18
174@203@1@4@37@9@2@1
175@204@2@4@44@9@2@0
176@208@1@4@40@9@0@1
177@209@1@7@36@9@0@1
178@210@3@3@64@12@0@7
179@211@1@2@31@5@2@2
180@212@2@4@40@5@2@3
181@213@2@3@44@5@3@0
182@214@1@8@33@9@5@1
183@215@3@6@65@9@6@4
184@216@2@2@49@9@2@0
185@217@2@8@63@16@4@19
186@219@2@3@43@4@5@0
187@220@2@3@50@5@5@6
188@221@1@2@28@5@5@2
189@222@1@2@33@12@8@2
190@223@1@2@34@4@6@2
191@224@2@8@44@12@5@9
192@225@3@2@65@5@1@7
193@226@1@10@33@12@5@21
194@227@2@4@54@14@3@8
195@229@2@8@51@9@8@6
196@230@1@2@20@12@1@10
197@231@2@3@51@15@8@8
198@232@2@7@69@16@4@18
199@233@1@2@45@3@5@0
200@234@1@9@38@9@1@1
201@235@1@8@25@9@3@11
202@236@1@8@19@9@2@10
203@237@1@9@33@9@8@1
204@238@2@9@53@16@8@8
205@239@1@2@32@5@5@2
206@240@1@1@65@6@1@7
207@241@1@2@35@9@1@1
208@242@2@2@72@9@2@13
209@243@2@2@64@4@1@7
210@244@1@7@36@9@0@1
211@247@1@8@42@9@4@3
212@248@2@11@49@14@4@9
213@249@1@4@41@9@4@3
214@250@3@10@65@12@8@4
215@251@3@1@70@16@8@18
216@252@2@9@70@16@4@17
217@253@1@9@51@16@5@8
218@255@1@9@48@9@8@0
219@256@1@6@47@10@2@0
220@257@1@9@35@9@0@1
221@258@1@1@32@2@5@2
222@260@2@5@64@13@1@19
223@261@2@4@52@9@8@6
224@262@2@3@51@16@8@12
225@263@1@3@33@5@5@2
226@264@1@3@33@9@5@2
227@265@3@3@74@4@7@27
228@266@1@4@38@9@0@1
229@267@2@2@66@5@8@4
230@268@3@3@74@9@8@14
231@269@3@2@50@5@8@6
232@270@2@4@50@16@8@12
233@271@2@7@45@9@4@0
234@272@2@2@56@9@6@5
235@273@2@2@47@5@8@0
236@274@1@6@36@9@1@1
237@275@2@10@45@12@5@9
238@276@1@3@37@16@5@16
239@277@1@3@34@9@5@2
240@278@2@2@45@5@5@0
241@279@1@1@45@5@1@0
242@280@2@6@48@9@5@0
243@281@1@11@38@16@1@21
244@282@2@4@55@5@8@6
